address,city,submarket,state,zip_code,property_type,property_class,sale_date,sale_price,price_per_unit,price_per_sf,cap_rate,units,total_sf,lot_size_sf,year_built,year_renovated,num_buildings,num_floors,parking_spaces,noi,gross_potential_rent,occupancy_at_sale,inplace_vs_market_rent_pct,buyer,buyer_type,seller,seller_type,broker,financing_type,ltv,lender,interest_rate,deal_type,special_conditions,data_source,notes
9123 Main Avenue,Seattle,Bellevue,WA,17472,mixed-use,A,2024-09-02,204819017,626358.0,975.1,7.18,327.0,210049,368924,1997,,1,25,483,14706005.0,22624623.0,0.87,0.88,Boston Properties,Pension Fund,Greystar,REIT,CBRE,bridge loan,,,,stabilized,1031 exchange,Real Capital Analytics,A class mixed-use in Bellevue
5003 Center Boulevard,Dallas,Plano,TX,43879,mixed-use,A,2024-09-01,213374806,640765.0,393.05,7.36,333.0,542867,923861,2013,2021.0,1,20,1413,,,0.86,,Bentall GreenOak,Private Equity,AEW Capital Management,Investment Fund,JLL,bridge loan,,,,distressed,1031 exchange,JLL Research,A class mixed-use in Plano
3925 Oak Boulevard,Dallas,Downtown Dallas,TX,39020,retail,B,2024-08-31,69352435,,609.76,7.75,,113738,195801,2007,,1,2,375,,,0.88,,Equity Residential,Private Equity,AvalonBay Communities,Sovereign Wealth Fund,HFF,financed,0.56,CBRE Capital Markets,6.83,sale-leaseback,1031 exchange,Real Estate Alert,B class retail in Downtown Dallas
5543 Washington Boulevard,Los Angeles,Long Beach,CA,34690,industrial,A,2024-08-31,28185096,,48.59,5.96,,580102,1395039,1996,2011.0,1,3,1652,,,0.98,,KKR Real Estate,Investment Fund,Lendlease,REIT,Eastdil Secured,bridge loan,,,,sale-leaseback,LEED certified,CBRE Market Report,A class industrial in Long Beach
5247 Oak Boulevard,New York,Manhattan,NY,58272,hotel,Limited Service,2024-08-31,99924883,708687.0,1397.8,8.87,141.0,71487,207569,2023,,1,3,171,,,0.65,,Vornado Realty Trust,Developer,Prologis,Investment Fund,Eastdil Secured,assumption,,,,distressed,historic building,JLL Research,Limited Service class hotel in Manhattan
5024 Madison Drive,San Francisco,Financial District,CA,13640,retail,A,2024-08-31,74880308,,2043.01,7.04,,36652,101406,2012,,1,1,100,5271573.0,8110112.0,0.97,0.89,Brookfield Asset Management,Developer,Related Companies,Investment Fund,Marcus & Millichap,cash,,,,stabilized,,CBRE Market Report,A class retail in Financial District
5059 Park Drive,Miami,West Palm Beach,FL,71055,retail,A,2024-08-30,14562440,,61.49,6.74,,236809,485691,2000,2019.0,1,1,719,,,0.87,,AEW Capital Management,Sovereign Wealth Fund,AvalonBay Communities,Individual Investor,Berkadia,seller financing,,,,sale-leaseback,waterfront property,Real Capital Analytics,A class retail in West Palm Beach
5565 Oak Street,Miami,Fort Lauderdale,FL,34060,multifamily,B,2024-08-29,41992031,238591.0,279.05,5.46,176.0,150480,245026,2015,,1,5,380,,,0.96,,AEW Capital Management,Private Equity,Bentall GreenOak,Developer,JLL,seller financing,,,,sale-leaseback,portfolio acquisition,Real Estate Alert,B class multifamily in Fort Lauderdale
1376 Madison Street,Houston,Sugar Land,TX,96164,office,B,2024-08-28,161170321,,463.96,7.39,,347382,557343,2001,2018.0,1,9,731,,,0.74,,RXR Realty,Individual Investor,Nuveen Real Estate,Developer,Newmark,financed,0.71,CBRE Capital Markets,7.72,portfolio,,JLL Research,B class office in Sugar Land
8365 Market Avenue,Philadelphia,King of Prussia,PA,94116,office,C,2024-08-27,205189839,,957.53,6.91,,214290,572161,1999,,1,15,675,,,0.74,,SL Green Realty,Investment Fund,PGIM Real Estate,Private Equity,Berkadia,bridge loan,,,,distressed,master lease in place,Real Estate Alert,C class office in King of Prussia
273 Oak Way,Dallas,Fort Worth,TX,59827,office,A,2024-08-26,152012676,,517.69,6.18,,293637,764595,2012,2019.0,1,33,750,,,0.79,,Lendlease,Insurance Company,Kimco Realty,Insurance Company,Marcus & Millichap,seller financing,,,,value-add,,Real Capital Analytics,A class office in Fort Worth
1430 Park Avenue,New York,Jersey City,NY,81712,retail,B,2024-08-25,37888820,,669.67,7.75,,56578,124747,1991,,1,1,157,,,0.85,,AvalonBay Communities,Private Equity,Newmark,Sovereign Wealth Fund,JLL,financed,0.6,Wells Fargo,7.24,value-add,,Real Estate Alert,B class retail in Jersey City
5616 Market Avenue,Phoenix,Downtown Phoenix,AZ,86668,industrial,B,2024-08-25,11060092,,52.74,5.74,,209694,551090,2012,,1,2,458,,,0.92,,Nuveen Real Estate,Developer,MetLife,Individual Investor,Eastdil Secured,seller financing,,,,value-add,master lease in place,CBRE Market Report,B class industrial in Downtown Phoenix
3570 Oak Street,Los Angeles,Long Beach,CA,99776,office,A,2024-08-24,104379426,,346.38,6.61,,301340,631291,1993,,1,18,683,,,0.93,,PGIM Real Estate,Family Office,CBRE,Individual Investor,JLL,bridge loan,,,,sale-leaseback,,Real Estate Alert,A class office in Long Beach
2171 Madison Avenue,Miami,Miami Beach,FL,50635,hotel,Limited Service,2024-08-24,81349635,325399.0,742.92,7.11,250.0,109500,227998,2010,2023.0,1,35,277,,,0.8,,PGIM Real Estate,Sovereign Wealth Fund,AvalonBay Communities,Sovereign Wealth Fund,,bridge loan,,,,sale-leaseback,portfolio acquisition,CBRE Market Report,Limited Service class hotel in Miami Beach
1263 Market Way,Boston,Cambridge,MA,31436,mixed-use,A,2024-08-23,212387430,1672342.0,405.82,6.67,127.0,523352,1561884,2019,,1,14,1704,,,0.94,,Carlyle Group,Family Office,Kimco Realty,Investment Fund,JLL,bridge loan,,,,value-add,1031 exchange,Public Records,A class mixed-use in Cambridge
2000 Madison Way,Chicago,Loop,IL,45689,industrial,B,2024-08-23,17772004,,31.81,5.87,,558737,953103,2005,2021.0,1,1,1638,,,0.98,,Related Companies,Developer,Starwood Capital,Developer,Newmark,cash,,,,sale-leaseback,historic building,CBRE Market Report,B class industrial in Loop
7029 Main Boulevard,New York,Newark,NY,29617,multifamily,C,2024-08-23,65137801,298797.0,261.41,4.85,218.0,249174,431593,1992,,4,17,762,3159183.0,4860281.0,0.94,0.98,Related Companies,Individual Investor,Related Companies,Private Equity,Cushman & Wakefield,bridge loan,,,,stabilized,portfolio acquisition,Real Estate Alert,C class multifamily in Newark
5039 Madison Avenue,Philadelphia,University City,PA,33746,multifamily,A,2024-08-23,20050169,48903.0,47.57,5.44,410.0,421480,1082109,1991,,5,25,1072,,,0.93,,Tishman Speyer,REIT,Duke Realty,Individual Investor,Eastdil Secured,cash,,,,value-add,,CBRE Market Report,A class multifamily in University City
1024 Oak Avenue,Washington,Downtown DC,DC,66732,mixed-use,B,2024-08-20,205297250,698290.0,1021.18,7.48,294.0,201039,307502,2008,2015.0,1,23,650,,,0.9,,SL Green Realty,Private Equity,Related Companies,Individual Investor,CBRE,financed,0.72,Goldman Sachs,7.6,sale-leaseback,ground lease,CBRE Market Report,B class mixed-use in Downtown DC
8134 Market Boulevard,San Francisco,SOMA,CA,30665,multifamily,A,2024-08-19,32808207,90132.0,112.67,5.4,364.0,291200,638748,1997,2004.0,3,13,627,1771643.0,2725604.0,0.96,0.96,RXR Realty,Insurance Company,RXR Realty,Insurance Company,Eastdil Secured,bridge loan,,,,stabilized,portfolio acquisition,Public Records,A class multifamily in SOMA
6214 Main Boulevard,Houston,Sugar Land,TX,64106,retail,C,2024-08-18,73893102,,291.35,8.45,,253625,431985,2001,,1,1,810,,,0.95,,AvalonBay Communities,Pension Fund,Starwood Capital,Investment Fund,HFF,seller financing,,,,development,,Real Estate Alert,C class retail in Sugar Land
1243 Oak Boulevard,Dallas,Arlington,TX,56936,office,B,2024-08-17,195199531,,822.78,7.31,,237243,410096,1988,,1,39,603,,,0.73,,Apollo Global Management,Individual Investor,Bentall GreenOak,Family Office,,assumption,,,,portfolio,waterfront property,Real Estate Alert,B class office in Arlington
9086 Madison Drive,Houston,Energy Corridor,TX,72774,industrial,C,2024-08-15,75249732,,96.79,6.39,,777433,1430611,2010,,1,2,2084,,,0.95,,Duke Realty,Pension Fund,Colliers International,Sovereign Wealth Fund,Marcus & Millichap,cash,,,,development,master lease in place,Real Capital Analytics,C class industrial in Energy Corridor
5667 Oak Drive,Miami,Miami Beach,FL,37251,office,B,2024-08-14,149164096,,341.48,7.62,,436822,1027128,1980,,1,5,1303,,,0.91,,Carlyle Group,Insurance Company,LaSalle Investment Management,Individual Investor,CBRE,assumption,,,,development,off-market deal,CoStar COMPS,B class office in Miami Beach
5426 Madison Drive,Dallas,Plano,TX,49283,office,C,2024-08-13,61852410,,158.46,7.96,,390331,1145579,2014,,1,13,843,,,0.77,,Bentall GreenOak,Investment Fund,AvalonBay Communities,REIT,CBRE,assumption,,,,portfolio,LEED certified,Real Estate Alert,C class office in Plano
9789 Oak Boulevard,Detroit,Warren,MI,84713,multifamily,A,2024-08-13,60409083,479437.0,433.88,4.63,126.0,139230,235619,2003,2019.0,5,34,457,,,0.96,,Simon Property Group,Private Equity,AEW Capital Management,Pension Fund,CBRE,financed,0.7,PGIM,5.77,sale-leaseback,off-market deal,Real Capital Analytics,A class multifamily in Warren
7853 Broadway Drive,Philadelphia,Camden,PA,40110,retail,B,2024-08-13,34049971,,474.36,7.92,,71781,138532,1989,2021.0,1,2,156,,,0.88,,Hines,Private Equity,Prologis,Private Equity,Eastdil Secured,seller financing,,,,portfolio,LEED certified,Public Records,B class retail in Camden
5596 Market Street,Houston,The Woodlands,TX,45338,mixed-use,A,2024-08-12,134477968,509386.0,228.5,7.03,264.0,588528,1270038,2020,,1,40,1898,,,0.92,,Prologis,Investment Fund,Duke Realty,Pension Fund,Newmark,assumption,,,,value-add,off-market deal,CoStar COMPS,A class mixed-use in The Woodlands
8006 Washington Boulevard,Phoenix,Mesa,AZ,54989,hotel,Limited Service,2024-08-12,82800022,272368.0,522.78,8.45,304.0,158384,301569,2005,,1,39,393,6996601.0,10764001.0,0.75,1.05,Brookfield Asset Management,Insurance Company,KKR Real Estate,REIT,Colliers,seller financing,,,,stabilized,historic building,JLL Research,Limited Service class hotel in Mesa
4913 Main Way,Phoenix,Tempe,AZ,48187,mixed-use,B,2024-08-12,252141463,681463.0,450.63,7.28,370.0,559528,965601,2017,,1,17,1246,18355898.0,28239843.0,0.89,1.04,Harrison Street,REIT,AEW Capital Management,Pension Fund,JLL,cash,,,,stabilized,,Public Records,B class mixed-use in Tempe
5049 Madison Drive,Houston,Galleria,TX,98607,hotel,Limited Service,2024-08-11,102474989,674178.0,1340.31,8.11,152.0,76456,226373,1996,,1,27,241,,,0.62,,RXR Realty,Family Office,Harrison Street,Sovereign Wealth Fund,Berkadia,cash,,,,portfolio,waterfront property,Real Estate Alert,Limited Service class hotel in Galleria
575 Madison Street,Houston,Galleria,TX,44576,retail,A,2024-08-10,55464764,,889.56,7.58,,62351,159432,2004,,1,3,135,4204229.0,6468044.0,0.81,0.96,Starwood Capital,REIT,AEW Capital Management,Pension Fund,CBRE,seller financing,,,,stabilized,,Public Records,A class retail in Galleria
391 Market Drive,Chicago,Schaumburg,IL,36106,industrial,A,2024-08-09,52421060,,84.19,5.68,,622669,1833608,2018,,1,3,1651,,,0.92,,Carlyle Group,Insurance Company,CBRE Investment Management,Sovereign Wealth Fund,JLL,financed,0.71,CBRE Capital Markets,6.05,portfolio,waterfront property,JLL Research,A class industrial in Schaumburg
7331 Oak Drive,Los Angeles,Downtown LA,CA,28970,multifamily,B,2024-08-09,82751830,185542.0,172.12,5.32,446.0,480788,1037831,2008,2014.0,1,18,1362,4402397.0,6772918.0,0.86,1.03,Starwood Capital,Developer,Apollo Global Management,Investment Fund,,seller financing,,,,stabilized,waterfront property,Public Records,B class multifamily in Downtown LA
8343 Washington Avenue,Seattle,Tacoma,WA,38749,hotel,Limited Service,2024-08-09,40357309,395660.0,688.1,7.87,102.0,58650,165456,2013,2022.0,1,39,119,,,0.79,,Tishman Speyer,Individual Investor,PGIM Real Estate,REIT,Cushman & Wakefield,bridge loan,,,,portfolio,,CBRE Market Report,Limited Service class hotel in Tacoma
9546 Center Drive,Dallas,Uptown,TX,96174,office,C,2024-08-06,126450266,,285.57,7.49,,442793,999401,2015,,1,13,1015,,,0.89,,MetLife,Private Equity,Greystar,Insurance Company,,cash,,,,value-add,off-market deal,JLL Research,C class office in Uptown
340 Main Drive,Seattle,Bellevue,WA,63248,multifamily,A,2024-08-06,19513375,271019.0,332.13,5.31,72.0,58752,116966,2014,,3,17,126,,,0.93,,Prologis,Insurance Company,AvalonBay Communities,Investment Fund,HFF,assumption,,,,portfolio,ground lease,CoStar COMPS,A class multifamily in Bellevue
6560 Main Street,Detroit,Dearborn,MI,98305,hotel,Select Service,2024-08-05,110929240,535890.0,928.75,7.37,207.0,119439,294788,2013,,1,39,267,,,0.76,,Boston Properties,Developer,Brookfield Asset Management,Private Equity,,cash,,,,development,1031 exchange,Real Estate Alert,Select Service class hotel in Dearborn
3702 Broadway Way,Houston,Downtown Houston,TX,84843,multifamily,B,2024-08-05,71549421,601256.0,702.4,4.92,119.0,101864,284536,2014,,2,40,241,,,0.95,,AvalonBay Communities,Insurance Company,Kimco Realty,Family Office,Cushman & Wakefield,financed,0.6,Bank of America,7.35,value-add,ground lease,CBRE Market Report,B class multifamily in Downtown Houston
6431 Oak Drive,Miami,Aventura,FL,95986,retail,C,2024-08-04,37407879,,162.69,8.4,,229936,577674,2009,2015.0,1,1,746,,,0.81,,Starwood Capital,Sovereign Wealth Fund,Lendlease,Developer,CBRE,assumption,,,,sale-leaseback,historic building,Public Records,C class retail in Aventura
2160 Park Drive,New York,Manhattan,NY,84537,office,A,2024-08-03,33579092,,77.42,7.96,,433730,788389,2011,,1,37,879,,,0.83,,Tishman Speyer,Developer,Kimco Realty,Pension Fund,Cushman & Wakefield,bridge loan,,,,portfolio,waterfront property,Public Records,A class office in Manhattan
4115 Oak Drive,Phoenix,Chandler,AZ,15500,industrial,A,2024-08-03,117007749,,328.14,6.61,,356578,927104,2006,2014.0,1,1,1070,,,0.95,,AvalonBay Communities,Developer,CBRE Investment Management,Investment Fund,Cushman & Wakefield,assumption,,,,portfolio,master lease in place,JLL Research,A class industrial in Chandler
8196 Market Avenue,Washington,Downtown DC,DC,27873,office,A,2024-08-03,131812033,,308.88,7.55,,426744,884687,2013,,1,30,1212,,,0.93,,MetLife,Family Office,Carlyle Group,Family Office,Cushman & Wakefield,assumption,,,,development,,JLL Research,A class office in Downtown DC
968 Oak Way,Atlanta,Alpharetta,GA,45501,retail,C,2024-08-02,26299760,,132.36,7.98,,198700,488703,1988,,1,1,527,,,0.92,,Equity Residential,Sovereign Wealth Fund,Newmark,Sovereign Wealth Fund,Marcus & Millichap,cash,,,,value-add,,Public Records,C class retail in Alpharetta
2392 Market Way,Los Angeles,West LA,CA,92570,office,C,2024-07-31,196740189,,403.49,7.79,,487597,980503,2004,2011.0,1,28,979,15326060.0,23578553.0,0.78,0.9,PGIM Real Estate,REIT,MetLife,Individual Investor,JLL,seller financing,,,,stabilized,,Real Estate Alert,C class office in West LA
2392 Madison Boulevard,Phoenix,Mesa,AZ,16553,industrial,B,2024-07-30,17423236,,164.45,6.95,,105948,162685,2015,2022.0,1,2,266,,,0.9,,Blackstone,Family Office,Vornado Realty Trust,REIT,,assumption,,,,sale-leaseback,,Real Estate Alert,B class industrial in Mesa
7959 Madison Street,Phoenix,Scottsdale,AZ,97767,hotel,Full Service,2024-07-27,43678189,122348.0,238.96,7.15,357.0,182784,434874,2007,,1,6,562,,,0.64,,AEW Capital Management,Sovereign Wealth Fund,AEW Capital Management,Family Office,Newmark,assumption,,,,value-add,1031 exchange,Real Capital Analytics,Full Service class hotel in Scottsdale
4394 Broadway Drive,Seattle,Bellevue,WA,33522,mixed-use,A,2024-07-27,358371944,1018102.0,717.76,6.37,352.0,499291,906078,2020,,1,16,1048,,,0.93,,Apollo Global Management,Individual Investor,Vornado Realty Trust,REIT,Newmark,assumption,,,,distressed,,CoStar COMPS,A class mixed-use in Bellevue
7842 Market Boulevard,Houston,Sugar Land,TX,92614,industrial,A,2024-07-26,30672747,,239.36,5.89,,128143,245499,1990,2019.0,1,1,282,,,0.98,,Carlyle Group,Sovereign Wealth Fund,Simon Property Group,Family Office,CBRE,cash,,,,sale-leaseback,,Public Records,A class industrial in Sugar Land
8179 Park Street,Los Angeles,West LA,CA,50470,multifamily,C,2024-07-26,32750139,103640.0,116.97,4.64,316.0,279976,452268,2009,,3,18,578,,,0.89,,AvalonBay Communities,Developer,Greystar,Investment Fund,Berkadia,assumption,,,,distressed,LEED certified,Public Records,C class multifamily in West LA
9465 Center Avenue,Seattle,Bellevue,WA,24669,hotel,Select Service,2024-07-26,16568832,154849.0,324.63,8.52,107.0,51039,149850,1995,,1,32,120,,,0.85,,CBRE Investment Management,Individual Investor,Nuveen Real Estate,Private Equity,JLL,bridge loan,,,,development,historic building,CBRE Market Report,Select Service class hotel in Bellevue
7769 Park Street,Washington,Downtown DC,DC,70485,office,C,2024-07-26,60598190,,420.7,7.01,,144042,427484,1996,2002.0,1,34,388,,,0.93,,Kimco Realty,Investment Fund,Eastdil Secured,Sovereign Wealth Fund,Berkadia,assumption,,,,value-add,historic building,Public Records,C class office in Downtown DC
3099 Center Street,Chicago,River North,IL,55555,mixed-use,B,2024-07-25,158862654,1066192.0,400.34,6.95,149.0,396824,1123117,1999,,1,26,1084,,,0.91,,SL Green Realty,Family Office,MetLife,Individual Investor,Colliers,assumption,,,,sale-leaseback,master lease in place,JLL Research,B class mixed-use in River North
2383 Broadway Drive,Philadelphia,Wilmington,PA,12128,retail,A,2024-07-25,56888632,,687.45,7.22,,82753,131064,1988,,1,1,250,,,0.95,,Equity Residential,Investment Fund,Newmark,Developer,HFF,cash,,,,value-add,waterfront property,Public Records,A class retail in Wilmington
8178 Oak Avenue,Detroit,Warren,MI,50541,retail,B,2024-07-23,75646323,,309.92,7.95,,244087,577610,1992,2005.0,1,2,535,,,0.88,,LaSalle Investment Management,Developer,LaSalle Investment Management,Private Equity,Newmark,financed,0.64,Principal Financial,7.99,value-add,LEED certified,Public Records,B class retail in Warren
3215 Madison Avenue,Dallas,Uptown,TX,31115,multifamily,B,2024-07-21,87002404,414297.0,422.32,4.77,210.0,206010,567454,1998,2010.0,3,12,412,,,0.97,,SL Green Realty,Developer,Apollo Global Management,Investment Fund,HFF,cash,,,,value-add,,Real Capital Analytics,B class multifamily in Uptown
7571 Park Avenue,Detroit,Dearborn,MI,82911,mixed-use,B,2024-07-20,273220933,2439473.0,636.6,6.31,112.0,429190,1005618,2000,2016.0,1,20,1014,,,0.93,,Bentall GreenOak,Sovereign Wealth Fund,MetLife,Developer,JLL,assumption,,,,distressed,,CoStar COMPS,B class mixed-use in Dearborn
9619 Washington Avenue,Detroit,Troy,MI,88091,mixed-use,A,2024-07-20,210075164,778056.0,397.13,5.71,270.0,528989,1092082,2007,,1,37,1457,,,0.95,,Duke Realty,Investment Fund,CBRE Investment Management,Sovereign Wealth Fund,Newmark,assumption,,,,sale-leaseback,ground lease,Public Records,A class mixed-use in Troy
5124 Center Drive,Dallas,Plano,TX,33494,industrial,B,2024-07-19,85040303,,295.89,6.33,,287401,732575,2013,,1,1,884,,,0.89,,PGIM Real Estate,Private Equity,Prologis,Family Office,Berkadia,cash,,,,sale-leaseback,ground lease,CoStar COMPS,B class industrial in Plano
3833 Broadway Street,New York,Queens,NY,72409,multifamily,C,2024-07-19,35808537,97838.0,99.33,5.2,366.0,360510,991822,2021,,2,26,924,,,0.86,,Greystar,Private Equity,KKR Real Estate,REIT,JLL,assumption,,,,distressed,portfolio acquisition,CoStar COMPS,C class multifamily in Queens
5753 Market Street,Riverside,Moreno Valley,CA,47465,mixed-use,B,2024-07-19,38165633,184375.0,95.87,6.23,207.0,398107,1174347,2015,,1,23,959,,,0.89,,Brookfield Asset Management,Investment Fund,Ares Management,Developer,CBRE,seller financing,,,,value-add,LEED certified,CoStar COMPS,B class mixed-use in Moreno Valley
